,name,categories,lat,lng,zipcode
39603,Floor & Decor,Home Service,27.96987554,-82.73275101,33765
39604,Kohl's,Department Store,28.0213097,-82.7331969,33761
39605,Chipotle Mexican Grill,Mexican Restaurant,28.01467734,-82.73444403,33761
39606,Bath & Body Works,Cosmetics Shop,28.01754528,-82.73264514,33761
39607,Westfield Countryside,Shopping Mall,28.01611268,-82.73460619,33761
39608,Red Robin Gourmet Burgers and Brews,Burger Joint,28.016575,-82.73440879,33761
39609,European Wax Center,Health & Beauty Service,28.02029865,-82.73225779,33761
39610,Clearwater Ice Arena,Skating Rink,27.89844567,-82.71588008,33760
39611,MIA Junkyard,Resort,27.90051668,-82.71471396,33760
39612,Aluna Largo Pool,Pool,27.90166428,-82.71326639,33760
39613,SL Brick Pavers,Home Service,27.90129367,-82.71687984,33760
39614,Nature's Table at the EpiCenter,Restaurant,27.89743249,-82.71177209,33760
39615,Holiday Inn Express Clearwater East - Icot Center,Hotel,27.8958796,-82.7146072,33760
39616,Mugs Sports Bar & Grill,Sports Bar,27.89496445,-82.71396044,33760
39617,Baby Dolls,Strip Club,27.89300915,-82.72125613,33764
39618,Mugs,Cocktail Bar,27.89493466,-82.71399325,33760
39619,7-Eleven,Convenience Store,27.8943037,-82.7238764,33771
39620,Beef 'O' Brady's,Wings Joint,27.89422,-82.712638,33760
39621,7-Eleven,Convenience Store,27.90838335,-82.72151738,33760
39622,Kobe Japanese Steakhouse & Italian Cuisine (Sake House),Japanese Restaurant,27.89477118,-82.71386316,33760
39623,Kangaroo Express,Convenience Store,27.8944247,-82.7083046,33760
39624,Melitta Coffee Warehouse,Coffee Shop,27.89849564,-82.71181714,33760
39625,The Breakroom Bar & Grill,American Restaurant,27.89538988,-82.71150044,33760
39626,Amorama,Nightclub,27.89471819,-82.71441571,33760
39627,CDB Italian Restaurant,Italian Restaurant,27.89469216,-82.71384608,33760
39628,Kobe Italian Restaurant,Japanese Restaurant,27.89460889,-82.71358609,33760
39629,GSP | We Make Retail Better,Electronics Store,27.8987896,-82.70705425,33760
39630,The Music Gallery of Clearwater,Music Store,27.89328414,-82.71585431,33760
39631,Spa Manufacturers Inc,Spa,27.89357073,-82.71897554,33760
39632,New China Beach,Chinese Restaurant,27.89310694,-82.72020042,33760
39633,Frankie's Patriot BBQ,Restaurant,27.893321,-82.721064,33760
39634,the sports room,Bar,27.89301259,-82.72118661,33773
39635,High Point Food Mart,Convenience Store,27.90904345,-82.721344,33760
39636,Quench Lounge,Bar,27.89281508,-82.72989077,33773
39637,Einstein Bros Bagels,Bagel Shop,27.9155301,-82.7305076,33764
39638,El Huarache Azteca,Mexican Restaurant,27.9166589,-82.71723576,33760
39639,First Watch,Breakfast Spot,27.916792,-82.731161,33764
39640,Publix,Grocery Store,27.92256401,-82.71447319,33764
39641,Walgreens,Pharmacy,27.9156637,-82.7140394,33760
39642,Finley's Irish Pub & Eatery,Pub,27.89536556,-82.74554368,33771
39643,Watering Trough,Nightclub,27.88412102,-82.72808075,33773
39644,Dunkin',Donut Shop,27.89011317,-82.728495,33773
39645,Tropical Smoothie Café,Café,27.9155425,-82.7253791,33760
39646,Pinellas County Reptiles And Pets!,Pet Store,27.89373884,-82.7422744,33771
39647,Chili's Grill & Bar,Tex-Mex Restaurant,27.91682434,-82.73054283,33764
39648,Tia's Authentic Latin Food,Latin American Restaurant,27.89417074,-82.73680446,33771
39649,Five Below,Discount Store,27.9178146,-82.7339001,33764
39650,Publix,Grocery Store,27.91971347,-82.72401015,33760
39651,LA Fitness,Gym,27.91805006,-82.73130379,33764
39652,Chipotle Mexican Grill,Mexican Restaurant,27.91683597,-82.73144484,33764
39653,Dollar Tree,Discount Store,27.91781182,-82.73101666,33764
39654,Publix,Grocery Store,27.9178247,-82.73497145,33764
39655,Anytime Fitness,Gym,27.91553,-82.7304,33764
39656,Planet Fitness- Clearwater,Gym,27.87371277,-82.70704616,33708
39657,Wild Willy's Bar and Nightclub,Bar,27.89310107,-82.74520907,33773
39658,Thai Basil Restaurant,Thai Restaurant,27.91564428,-82.74152683,33764
39659,Shoot Straight Clearwater,Sporting Goods Shop,27.88090321,-82.7138498,33764
39660,SUBWAY,Sandwich Place,27.91707812,-82.73106526,33764
39661,Outback Steakhouse,Steakhouse,27.9168084,-82.74952809,33771
39662,Supercuts,Salon / Barbershop,27.91740003,-82.73396549,33764
39663,Publix,Grocery Store,27.91557602,-82.74736871,33771
39664,Carmelita's Mexican Restaurant,Mexican Restaurant,27.89483623,-82.74432226,33771
39665,Largo Datsko Park,Park,27.92170788,-82.70937181,33760
39666,Billy Jack's Burger Shack,Burger Joint,27.90255684,-82.74464916,33771
39667,Speggtacular,Breakfast Spot,27.89401258,-82.74810738,33771
39668,Sushi Spot,Sushi Restaurant,27.91516386,-82.74978228,33771
39669,Philly's Famous Cheesesteaks,Sandwich Place,27.91606477,-82.74144512,33764
39670,Dunkin',Donut Shop,27.89333398,-82.73533635,33771
39671,Fat Cats Tavern,Bar,27.91563939,-82.74971945,33771
39672,SUBWAY,Sandwich Place,27.87415792,-82.72944068,33773
39673,Ker’s WingHouse Bar & Grill,Wings Joint,27.89450162,-82.73982068,33771
39674,IHOP,Breakfast Spot,27.89392366,-82.74630706,33771
39675,Starbucks Coffee,Coffee Shop,27.91634717,-82.74590565,33771
39676,CVS pharmacy,Pharmacy,27.9167563,-82.74524723,33764
39677,Topper's Creamery,Ice Cream Shop,27.91607934,-82.74877394,33771
39678,Cove Cay Country Club,Golf Course,27.93414137,-82.7230203,33760
39679,Aj's Sports Bar,Bar,27.89353542,-82.73794031,33771
39680,Pet Supermarket,Pet Store,27.91562338,-82.74176359,33764
39681,Circle K,Gas Station,27.9020945,-82.7454102,33771
39682,Your Mother's Backyard Sandwiches,Sandwich Place,27.86757463,-82.7283509,33782
39683,All About Puppies,Pet Store,27.89353436,-82.73744556,33771
39684,Boston Market,American Restaurant,27.91598579,-82.74527304,33764
39685,CVS pharmacy,Pharmacy,27.89469181,-82.74620063,33771
39686,Starbucks,Coffee Shop,27.89402841,-82.76106339,33771
39687,Golden Bear Restaurant,Breakfast Spot,27.88633277,-82.7626665,33773
39688,Nature's Table Bardmoor,Sandwich Place,27.87322715,-82.76057138,33777
39689,Publix,Grocery Store,27.87030488,-82.76021667,33777
39690,Waypoint 6 Tavern & Geekery,Restaurant,27.89505101,-82.7648211,33771
39691,Chick-fil-A,Fast Food Restaurant,27.8951899,-82.7782579,33771
39692,SPCA,Dog Run,27.8880322,-82.764934,33773
39693,John's Fruit Market,Market,27.94249603,-82.74622581,33764
39694,Moe's Southwest Grill,Mexican Restaurant,27.87377509,-82.76279994,33773
39695,Panera Bread,Bakery,27.8941237,-82.7808997,33771
39696,LensCrafters,Optical Shop,27.89379018,-82.78375088,33771
39697,Chili's Grill & Bar,Tex-Mex Restaurant,27.89338051,-82.78659906,33778
39698,Countryside Country Club,Golf Course,28.03047534,-82.72401026,33761
39699,Workin On My Fitness,Gym,28.0295,-82.7246,33761
39700,Giovani Flooring Services,Home Service,28.03067878,-82.72370338,33761
39701,3 Guys Moving of Safety Harbor - (727) 202-2444,Moving Target,28.03065984,-82.72631049,33761
39702,The Good Feet Store,Shoe Store,28.0305402,-82.7185282,33761
39703,Melody Shapers Music Lessons,Music Store,28.023976,-82.721206,33761
39704,Kobé Japanese Steakhouse,Japanese Restaurant,28.03357,-82.73785,33761
39705,Hamburger Mary's,Burger Joint,28.03485219,-82.73875756,33761
39706,Olive Garden,Italian Restaurant,28.03984271,-82.73750347,33761
39707,SEPHORA inside JCPenney,Cosmetics Shop,28.01739253,-82.7315998,33761
39708,Taco Bar,Taco Place,28.04334496,-82.73789695,33761
39709,Disney store,Toy / Game Store,28.017546,-82.733148,33761
39710,Dillard's,Department Store,28.01752372,-82.73331642,33761
39711,A Yoga Village,Yoga Studio,28.0214404,-82.70991196,33761
39712,Greek City Cafe,Greek Restaurant,28.01988965,-82.732786,33761
39713,Pho Queen Vietnamese Restaurant,Vietnamese Restaurant,28.03583385,-82.73884822,33761
39714,Smoothie King,Smoothie Shop,28.02018,-82.732167,33761
39715,Cali Pro Nails,Nail Salon,28.01714328,-82.73498347,33760
39716,Felice Pork Store & Deli,Deli / Bodega,28.03864386,-82.73705378,33761
39717,GrillSmith,Steakhouse,28.01440197,-82.73378084,33761
39718,Starbucks,Coffee Shop,28.049945,-82.737619,34684
39719,Planet Fitness,Gym,28.05094504,-82.73779919,34684
39720,Pisces Sushi Global Bistro,Sushi Restaurant,28.02008687,-82.74044282,33763
39721,Lowe's Home Improvement,Hardware Store,28.01708093,-82.74017349,33761
39722,Chi Chi Rodriguez Driving Range,Golf Driving Range,28.02995422,-82.70717936,33761
39723,Sonny's BBQ,BBQ Joint,28.04982839,-82.73764551,34684
39724,Cycle Springs,Motorsports Shop,28.04215498,-82.73781963,33761
39725,Bar Louie,Gastropub,28.01690334,-82.7343142,33761
39726,Crunch Fitness - Countryside,Gym,28.01888901,-82.73015011,33761
39727,Publix,Grocery Store,28.04998584,-82.7360647,34684
39728,Starbucks,Coffee Shop,28.014397,-82.73394,33761
39729,Wawa #5294,Convenience Store,28.0132778,-82.73655867,33761
39730,American Eagle Outfitters,Clothing Store,28.017578,-82.732995,33761
39731,AT&T,Mobile Phone Shop,28.01711645,-82.73354977,33761
39732,Joeys In Palm Harbor,Pizza Place,28.05071833,-82.736976,34684
39733,Hollywood Nails & Spa,Spa,28.0179027,-82.73255784,33761
39734,PetSmart,Pet Store,28.011456,-82.731693,33761
39735,BJ’s Wholesale Club,Big Box Store,28.018148,-82.73999,33761
39736,Green Market Cafe,Café,28.05083983,-82.6981606,34677
39737,Cody's Roadhouse Countryside,Steakhouse,28.00986511,-82.73263127,33761
39738,Sarku Japan (Westfield Countryside Mall),Japanese Restaurant,28.0175963,-82.73268679,33761
39739,HomeGoods,Department Store,28.01406224,-82.7320717,33761
39740,AMC Woodlands Square 20,Movie Theater,28.05195497,-82.70043708,34677
39741,Ross Dress for Less,Clothing Store,28.01337545,-82.73248827,33761
39742,Orangetheory Fitness,Gym,28.00738291,-82.72831609,33763
39743,Shanghai Express,Chinese Restaurant,28.01971677,-82.74290947,33763
39744,Jason's Deli,Deli / Bodega,28.00673321,-82.7287966,33763
39745,Earth Origins Market,Grocery Store,28.05065753,-82.73623028,34684
39746,Earth Fare,Supermarket,28.05086926,-82.70049738,34677
39747,Amarit Thai Restaurant,Thai Restaurant,28.06144137,-82.70924772,34685
39748,Duff’s Buffet,Buffet,28.00983,-82.730101,33763
39749,CVS pharmacy,Pharmacy,28.04846413,-82.73813009,33761
39750,Starbucks,Coffee Shop,28.04962098,-82.69581442,34677
39751,JoTo Thai-Sushi Clearwater,Thai Restaurant,28.01271441,-82.73170988,33761
39752,Walgreens,Pharmacy,28.04779262,-82.73919851,33761
39753,Publix,Grocery Store,28.06187697,-82.70877198,34685
39754,Starbucks,Coffee Shop,28.01897065,-82.75660872,34698
39755,Dairy Queen Grill and Chill,Fast Food Restaurant,28.01986552,-82.75958598,34698
39756,Dunedin Fine Art Center,School,28.03584135,-82.77524147,34698
39757,Highlander Park,Park,28.0358418,-82.77516633,34698
39758,Pro Karate Center,Martial Arts Dojo,28.05514156,-82.76435447,34683
39759,Salon Agape,Salon / Barbershop,28.06176645,-82.70618834,34685
39760,La Mirage Salon and Spa,Spa,28.06378455,-82.71510132,34684
39761,Publix,Grocery Store,28.01828142,-82.76248628,34698
39762,Hammock Park,Trail,28.03582976,-82.77522438,34698
39763,Wendy's,Fast Food Restaurant,28.06239543,-82.70727716,34685
39764,Crystal Nail & Spa,Spa,28.0617364,-82.70628497,34677
39765,Publix,Grocery Store,28.07513558,-82.73766302,34684
39766,Whole Salon & Spa,Health & Beauty Service,28.04513689,-82.68145406,34677
39767,Chick-fil-A,Fast Food Restaurant,28.0704891,-82.7394178,34684
39768,Ilovekickboxing,Gym,28.042437,-82.67623,34677
39769,The Lucky Dill,Deli / Bodega,28.07379163,-82.73977808,34684
39770,Bay Meadows Tennis Court,Tennis Court,27.89520555,-82.67180581,33716
39771,LA Fitness,Gym,27.89545324,-82.67490634,33764
39772,Courtyard by Marriott St. Petersburg Clearwater,Hotel,27.8954391,-82.6760364,33762
39773,The UPS Store,Shipping Store,27.89448349,-82.66937645,33762
39774,Springhill Suites St Petersburg Clearwater,Hotel,27.89496673,-82.68124118,33762
39775,La Quinta Inn & Suites Clearwater Airport,Hotel,27.894,-82.67827,33762
39776,Fairfield Inn St. Petersburg Clearwater,Hotel,27.89483884,-82.6773119,33762
39777,Taco Bell,Fast Food Restaurant,27.89325918,-82.68161872,33762
39778,Rally,Gas Station,27.89336399,-82.68038512,33762
39779,Lonni's Sandwiches Etc,Deli / Bodega,27.8941804,-82.66939594,33762
39780,Your Nails And Spa,Nail Salon,27.89412125,-82.66927286,33762
39781,Feather Sound Choice Market,Convenience Store,27.89437825,-82.66759572,33762
39782,The Bistro,American Restaurant,27.89520623,-82.67636692,33762
39783,Deccan Spice,Restaurant,27.89454252,-82.66688347,33762
39784,McDonald's,Fast Food Restaurant,27.89316399,-82.68100412,33762
39785,Quality Inn & Suites St. Petersburg - Clearwater Airport,Hotel,27.8951411,-82.68153933,33762
39786,Baycare Health System,Gym,27.89273143,-82.66613149,33762
39787,Ulmerton Rd & Carillon Pkwy,Intersection,27.89385979,-82.6627636,33762
39788,Bakery Publix,Bakery,27.89302371,-82.66192981,33716
39789,Dollar Rent A Car,Rental Car Location,27.895158,-82.682423,33762
39790,Catalina Gym,Gym,27.89064884,-82.66314125,33716
39791,Avis Car Rental,Rental Car Location,27.906675,-82.692783,33762
39792,Circle K,Gas Station,27.89331027,-82.70097187,33760
39793,Dunkin',Donut Shop,27.88604657,-82.70108659,33762
39794,Rally's,Fast Food Restaurant,27.89382799,-82.70063322,33760
39795,Rally,Convenience Store,27.88678386,-82.70094663,33762
39796,Checkers Drive-In Restaurant,Fast Food Restaurant,27.894405,-82.7008456,33760
39797,TownePlace Suites St. Petersburg Clearwater,Hotel,27.89196094,-82.70083755,33762
39798,NY Yankees Legends Field,Baseball Field,27.89477313,-82.64399802,33762
39799,Signature Flight Services,Airport,27.90745045,-82.70038021,33762
39800,smitty's,American Restaurant,27.88240264,-82.6997846,33762
39801,Pinellas County Jail Staff Dining,Cafeteria,27.90291993,-82.70483399,33762
39802,The Gazebo,Park,27.86711536,-82.68326729,33762
39803,red robbins countryside,American Restaurant,28.01489099,-82.74607948,33761
39804,CVS pharmacy,Pharmacy,28.01925709,-82.74719394,34698
39805,YaYa's Flame Broiled Chicken,American Restaurant,28.01687768,-82.73844095,33761
39806,Walmart Neighborhood Market,Grocery Store,28.02028958,-82.75048651,34698
39807,Norton's Sports Bar & Grill,Sports Bar,28.01997305,-82.7540728,34698
39808,Hungry Howies,Pizza Place,28.01919782,-82.75038277,34698
39809,Busters,Bar,28.01978311,-82.74062301,33763
39810,Ivory Mandarin Bistro,Chinese Restaurant,28.01977869,-82.74934424,34698
39811,FedEx Ship Center,Shipping Store,28.018588,-82.75562,34698
39812,Dollar General,Discount Store,28.02049772,-82.74742484,34698
39813,Red Lobster,Seafood Restaurant,28.0118,-82.734786,33761
39814,Redbox,Video Store,28.01941,-82.750917,34698
39815,7-Eleven,Convenience Store,28.01999537,-82.74734169,34698
39816,SUBWAY,Sandwich Place,28.01988818,-82.74746478,34698
39817,Main Street Thrift Shop,Thrift / Vintage Store,28.01976123,-82.74561088,33763
39818,T-Mobile,Mobile Phone Shop,28.01763,-82.73647,33761
39819,The Caribbean Cafe,Sandwich Place,28.01986318,-82.74061812,33763
39820,DICK'S Sporting Goods,Sporting Goods Shop,28.01388418,-82.73458467,33761
39821,McDonald's,Fast Food Restaurant,28.01856916,-82.73828333,33763
39822,Alpha Food Distributors,Food,28.00598,-82.748734,33763
39823,Macy's Furniture Gallery,Furniture / Home Store,28.01112042,-82.73475056,33761
39824,suncoast hospice resale shoppe,Thrift / Vintage Store,28.01097706,-82.73488541,33761
39825,Queen Bee Foods,Health Food Store,28.0017,-82.7468,33763
39826,Firehouse Subs,Sandwich Place,28.01908545,-82.76182448,34698
39827,Jersey Mike's Subs,Sandwich Place,28.019024,-82.756637,34698
39828,Jet's Pizza,Pizza Place,28.01972384,-82.76969028,34698
39829,Thai Town,Thai Restaurant,28.01977759,-82.76997658,34698
39830,ALDI,Grocery Store,27.99697835,-82.73049072,33763
39831,SJ's International Food Market,Grocery Store,28.01989363,-82.75639745,34698
39832,Marble Slab Creamery,Ice Cream Shop,28.017064,-82.734628,33761
39833,Charming Charlie,Accessories Store,28.01689312,-82.73223183,33761
39834,Anytime Fitness,Gym,28.01905,-82.76473,34698
39835,Chopsticks Super Buffet,Chinese Restaurant,28.01266553,-82.73258947,33761
39836,Auntie Anne's,Snack Place,28.0172414,-82.73455458,33761
39837,P.F. Chang's,Chinese Restaurant,28.01626922,-82.73455587,33761
39838,Little Caesars Pizza,Pizza Place,28.02044089,-82.76432194,34698
39839,Dollar Tree,Discount Store,28.01672637,-82.77633779,34698
39840,Build-A-Bear Workshop,Toy / Game Store,28.01720599,-82.73456276,33761
39841,Publix,Supermarket,27.99087749,-82.7428028,33763
39842,Torrid,Clothing Store,28.017152,-82.732689,33761
39843,Great Clips,Salon / Barbershop,27.98990851,-82.73253188,33765
39844,Chili's Grill & Bar,Tex-Mex Restaurant,28.00839682,-82.72980279,33763
39845,Dunedin Golf Club,Golf Course,28.04214916,-82.77708657,34698
39846,Northeast Park,Park,27.91767243,-82.73907352,33764
39847,Pottery Bears And Beads,General Entertainment,27.91672306,-82.73730875,33764
39848,Petco,Pet Store,27.918086,-82.733393,33764
39849,Ross Dress for Less,Clothing Store,27.91731171,-82.73286056,33764
39850,GNC,Supplement Shop,27.91727755,-82.73401087,33764
39851,Pizza Hut,Pizza Place,27.9158068,-82.7402892,33764
39852,Redbox,Video Store,27.91651,-82.7453,33771
39853,Verizon,Mobile Phone Shop,27.91594023,-82.7409436,33764
39854,Applebee's Grill + Bar,American Restaurant,27.9168808,-82.7335973,33764
39855,Shell,Gas Station,27.91683096,-82.74097578,33764
39856,Chase Bank,Bank,27.915886,-82.746458,33771
39857,FedEx Office Print & Ship Center,Shipping Store,27.91589151,-82.73065305,33764
39858,Cheddar's Scratch Kitchen,American Restaurant,27.91571255,-82.72762465,33760
39859,the parking lot,Pizza Place,27.91674202,-82.73371585,33764
39860,Shell,Gas Station,27.92883568,-82.73103217,33764
39861,McDonald's,Fast Food Restaurant,27.91574201,-82.72643479,33760
39862,Fashion Nails,Cosmetics Shop,27.91674768,-82.74425983,33771
39863,East Bay And Belcher,Intersection,27.9163301,-82.74558961,33764
39864,Greenhouse at your house,Garden,27.9236846,-82.746795,33764
39865,Fletcher's Harley-Davidson,Motorcycle Shop,27.92784579,-82.73035984,33764
39866,Westshore Pizza,Pizza Place,27.91734564,-82.74832334,33771
39867,China #1,Chinese Restaurant,27.91547333,-82.74781768,33771
39868,"American Institute of Beauty, Inc.",School,27.9162335,-82.748413,33771
39869,La Palma Mexican Restaurant,Mexican Restaurant,27.9155307,-82.74818571,33771
39870,Mugs 'N Jugs Largo,American Restaurant,27.91793512,-82.76107343,33771
39871,Ceasarinas Italian Deli,Italian Restaurant,27.91606984,-82.76056767,33771
39872,Walgreens,Pharmacy,27.91593305,-82.76300473,33771
39873,Zaxby's Chicken Fingers & Buffalo Wings,Fried Chicken Joint,27.89486968,-82.75746674,33771
39874,Chick-fil-a,Fast Food Restaurant,27.89465488,-82.76272755,33771
39875,Country Club Lounge,Lounge,27.91643397,-82.77142299,33756
39876,CVS pharmacy,Pharmacy,27.91693019,-82.76277327,33771
39877,Congo River Golf,General Entertainment,27.95460477,-82.73064126,33764
39878,LA Fitness,Gym,27.91759548,-82.76326995,33771
39879,Twistee Treat Largo,Ice Cream Shop,27.91697227,-82.7649481,33771
39880,Baskin-Robbins,Ice Cream Shop,27.91602919,-82.7502985,33771
39881,La Bella Eva,Italian Restaurant,27.94319681,-82.74552971,33764
39882,Enterprise Rent-A-Car,Rental Car Location,27.93001693,-82.72951841,33764
39883,Dunkin',Donut Shop,27.91594658,-82.75024244,33771
39884,Enterprise Rent-A-Car,Rental Car Location,27.91689,-82.75548,33771
39885,Dollar General,Discount Store,27.9175403,-82.76441267,33771
39886,Corner Bar & Grill,Music Venue,27.91779411,-82.76486713,33771
39887,The UPS Store,Shipping Store,27.9152158,-82.748257,33771
39888,SUBWAY,Sandwich Place,27.93957397,-82.72970963,33764
39889,Taco Bell,Fast Food Restaurant,27.89501045,-82.75909483,33771
39890,LA Fitness,Gym,27.91766222,-82.76312777,33771
39891,Popeyes Louisiana Kitchen,Fried Chicken Joint,27.89393776,-82.75936354,33771
39892,Publix,Grocery Store,27.95793371,-82.7430075,33764
39893,Aqua Stone Nails & Spa,Cosmetics Shop,27.96158053,-82.74553907,33771
39894,First Watch,Breakfast Spot,27.892484,-82.787628,33778
39895,European Wax Center,Health & Beauty Service,27.89239461,-82.78277693,33771
39896,Bed Bath & Beyond,Furniture / Home Store,27.8909294,-82.7847863,33771
39897,Starbucks,Coffee Shop,27.97638689,-82.74613215,34685
39898,Benedict's Restaurant,Breakfast Spot,27.973342,-82.746428,33765
39899,Seabreeze Lounge II,Bar,27.9725742,-82.74650049,33765
39900,Northeast Coachman Park - Disc Golf Course,Disc Golf,27.97637177,-82.73706597,33765
39901,Dollar General,Discount Store,27.9716313,-82.74658514,33765
39902,Don Huicho,Mexican Restaurant,27.96755973,-82.75152758,33765
39903,Norton's Southside,Sports Bar,27.96712956,-82.7492899,33765
39904,7-Eleven,Convenience Store,27.96834971,-82.74548627,33765
39905,BB's Dance & Circus Arts Of Tampa Bay,Dance Studio,27.9814953,-82.75530387,33765
39906,Tommy's Produce,Grocery Store,27.97125426,-82.74640986,33765
39907,Expo Restaurant,Breakfast Spot,27.97746342,-82.75425479,33765
39908,Masterpiece Art Supplies,Arts & Crafts Store,27.97206286,-82.74624803,33765
39909,Doyle Aquatic Center,Pool,27.9800782,-82.74415464,33765
39910,Sunshine Limitless Playground,Playground,27.98094546,-82.74515653,33765
39911,The Salvation Army - Clearwater Citadel Corps,Thrift / Vintage Store,27.98209917,-82.7447774,33765
39912,Macs Dive Shop,Hobby Shop,27.96818723,-82.74941675,33765
39913,Northeast Coachman Park,Park,27.97643039,-82.73718759,33765
39914,Athena's bridal,Bridal Shop,27.96758329,-82.75119951,33765
39915,Crash and Burn,Shoe Store,27.96935471,-82.75529146,33765
39916,Flowerama,Flower Shop,27.96785032,-82.75436453,33765
39917,SUBWAY,Sandwich Place,27.96815392,-82.75386634,33765
39918,Joe DiMaggio Sports Complex,Athletics & Sports,27.96880705,-82.73519096,33765
39919,2420 Hookah Lounge,Hookah Bar,27.960864,-82.73745878,33765
39920,Village Inn,Diner,27.95983045,-82.73316757,33765
39921,Dunkin',Donut Shop,27.99010216,-82.73012765,33765
39922,Sunset Subs,American Restaurant,27.99012639,-82.73246542,33765
39923,Smokey Bones Bar & Fire Grill,BBQ Joint,27.96010522,-82.72678468,33759
39924,Saki Endless Sushi and Hibachi Eatry,Japanese Restaurant,27.95731025,-82.72954162,33759
39925,Yoga 365,Yoga Studio,27.96074826,-82.7374085,33765
39926,Lowe's Home Improvement,Hardware Store,27.958901,-82.728852,33759
39927,LA Fitness,Gym,27.96928579,-82.73234397,33765
39928,Five Guys,Burger Joint,27.96018119,-82.72767781,33764
39929,Starbucks,Coffee Shop,27.958391,-82.72451,33759
39930,Chipotle Mexican Grill,Mexican Restaurant,27.96114536,-82.72752726,33759
39931,Joe's Crab Shack,Seafood Restaurant,27.96115617,-82.72467837,33759
39932,Five Below,Discount Store,27.989325,-82.73226,33765
39933,DSW Designer Shoe Warehouse,Shoe Store,27.98863171,-82.73234044,33765
39934,Hobby Lobby,Arts & Crafts Store,27.98757554,-82.7320987,33765
39935,Panera Bread,Bakery,27.958782,-82.726522,33759
39936,Michaels,Arts & Crafts Store,27.95765884,-82.72864187,33759
39937,Sam's Club,Warehouse Store,27.95906688,-82.73191097,33765
39938,Ross Dress for Less,Clothing Store,27.95735641,-82.72505655,33759
39939,Old Navy,Clothing Store,27.98848324,-82.7319434,33765
39940,The Vitamin Shoppe,Supplement Shop,27.9600643,-82.7248807,33759
39941,Florida Subs and Gyros,Latin American Restaurant,27.96014694,-82.75347327,33765
39942,Perkins,American Restaurant,27.96099507,-82.72938028,33759
39943,Jimmy John's,Sandwich Place,27.96033022,-82.72871959,33759
39944,Cinema Cafe,Movie Theater,27.99125419,-82.72794876,33763
39945,Starlight Dining Cruise,Boat or Ferry,27.976735,-82.82446221,33767
39946,Marina Cantina,Mexican Restaurant,27.97679276,-82.82618355,33767
39947,Crabby Bar & Grill,Seafood Restaurant,27.97219473,-82.82936284,33767
39948,Pier 60 Playground,Playground,27.97737481,-82.82833182,33767
39949,Calypso Queen Cruises,Boat or Ferry,27.97651084,-82.82769368,33767
39950,Pier House 60 Marina Hotel,Resort,27.97563632,-82.82798296,33767
39951,Hooters,Wings Joint,27.97790765,-82.82744796,33767
39952,Toucan's Bar & Grill,Sports Bar,27.97964306,-82.82711384,33767
39953,Ron Jon Surf Shop,Clothing Store,27.9780178,-82.8273339,33767
39954,Post Corner Pizza & Restaurant,Pizza Place,27.97022999,-82.829598,33767
39955,Hilton Clearwater Beach,Hotel,27.9789816,-82.8280846,33767
39956,Cooters Restaurant & Bar,Seafood Restaurant,27.97924276,-82.8262496,33767
39957,Frenchy's Oasis Motel,Motel,27.97960755,-82.8255148,33767
39958,Coasters Lounge,Hotel Bar,27.97890097,-82.82853694,33767
39959,Mandalay Beach Club,Resort,27.98058817,-82.82800913,33767
39960,Dolphin Terrace,Aquarium,27.97684676,-82.81914914,33767
39961,Forlini's Ristorante & Bar,Italian Restaurant,27.97984985,-82.82725294,33767
39962,ice & cream creamery,Ice Cream Shop,27.98067271,-82.8273183,33767
39963,Shephard's Wave Nightclub,Nightclub,27.96701528,-82.82768384,33767
39964,Publix,Grocery Store,27.97885081,-82.8168968,33767
39965,Jimmy's Fish House & Iguana Bar,Seafood Restaurant,27.9675039,-82.82838391,33767
39966,The Spa at Sandpearl,Spa,27.98259258,-82.82798551,33767
39967,"Edge Hotel, Clearwater Beach",Hotel,27.96828765,-82.82854314,33767
39968,Shephard's Waterfront Restaurant,American Restaurant,27.96693011,-82.82730936,33767
39969,Clearwater Beach Hotel Suites,Hotel,27.96891285,-82.82847839,33767
39970,Waffle House,Breakfast Spot,27.9686683,-82.82957859,33767
39971,Surf Style,Board Shop,27.96647642,-82.8234401,33767
39972,Coconut Cove All-Suite Hotel,Motel,27.9666093,-82.8243702,33767
39973,The UPS Store,Shipping Store,27.97841608,-82.81707779,33767
39974,Fifth Third Bank & ATM,Bank,27.9774258,-82.8166675,33767
39975,Pelican Pointe Hotel and Resort,Hotel,27.96947629,-82.82925158,33767
39976,SUBWAY,Sandwich Place,27.96663897,-82.82414507,33767
39977,IHOP,Breakfast Spot,27.96682579,-82.82566453,33767
39978,Holiday Inn Hotel & Suites Clearwater Beach,Hotel,27.96782736,-82.82829881,33767
39979,Captain Bligh's Landing Miniature Golf,Golf Course,27.96726436,-82.82606667,33767
39980,Dreamview,Hotel,27.96594469,-82.82454835,33767
39981,Shark Bites Cafe,Café,27.97706816,-82.81919817,33767
39982,DolphinTale Houseboat Set from Movie,Exhibit,27.97692955,-82.81887195,33767
39983,Clearwater Marine Aquarium Store,Gift Shop,27.97695265,-82.81861939,33761
39984,Quality Hotel On The Beach,Hotel,27.96639268,-82.825748,33767
39985,Chart House Suites On Clearwater Bay,Hotel,27.96745065,-82.82046898,33767
39986,Jolley Trolley,Bus Station,27.97696822,-82.81735131,33767
39987,Abm Minimart and Deli,Deli / Bodega,27.97737246,-82.81730981,33767
